name;fraktion;link;bundesland;wknr;wkname;beruf;biographie;instagram;facebook;homepage;tiktok;youtube;x
Gerdes, Michael;SPD;https://www.bundestag.de/abgeordnete/biografien/G/gerdes_michael-857362;Nordrhein-Westfalen;125;Bottrop – Recklinghausen III;Elektrohauer;"Geboren am 23. Mai 1960; verheiratet; drei Kinder.Freiherr-vom-Stein-Hauptschule, Bottrop; 1975 bis 1977 Ausbildung zum Elektroanlageninstallateur bei der AEG-Telefunken; 1977 bis 1980 Ausbildung zum Bergmann und Elektrohauer bei der RAG Deutsche Steinkohle, Bergwerk Prosper-Haniel; 1980 bis 1997 Tätigkeit als Elektriker unter Tage, Bergwerk Prosper-Haniel; 1997 bis 2009 Tätigkeit als freigestelltes Betriebsratsmitglied für soziale Angelegenheiten, Bergwerk Prosper-Haniel.Seit 1976 Mitglied der SPD, Beisitzer im Vorstand des SPD-Ortsvereins Boverheide, Mitglied im Rat der Stadt Bottrop, Vorsitzender des Ausschusses für Sport und Bäder; 1976 bis 2017 Unterbezirksvorsitzender der SPD Bottrop.Mitglied im Präsidium DRK Kreisverband Bottrop, Vorsitzender des Helfervereins THW Gladbeck-Dorsten.[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://www.instagram.com/michaelgerdesmdb/;https://www.facebook.com/michaelgerdesmdb;http://www.michaelgerdes-mdb.de/;;;
Gerschau, Knut;FDP;https://www.bundestag.de/abgeordnete/biografien/G/gerschau_knut-860534;Niedersachsen;42;Stadt Hannover II;Geschäftsführer;"Geboren am 3. Juli 1961 in Bremerhaven; ledig; zwei Kinder.

    


    
    

        Abitur in Bremen; Wehrdienst in Schleswig-Holstein und in Bremen.1984 Gründung der Gerschau.Kroth.Werbeagentur GmbH; Geschäftsführender Gesellschafter der LEADS-Marketing GmbH.Seit über vierzig Jahren Mitglied der FDP; früher stellvertretender Landesvorsitzender in Bremen, Landesvorsitzender in Niedersachsen und fünf Jahre stellvertretender Bundesvorsitzender der Jungen Liberalen; früher im Vorstand verschiedener Ebenen der FDP; Landesvorsitzender des Liberalen Mittelstandes Niedersachsen e. V..Jahrelang im Vorstand der Deutschen Stiftung Weltbevölkerung, zuletzt deren Vorsitzender; seit 2013 Mitglied im Kuratorium der Rudolf-von-Bennigsen-Stiftung; Vorsitzender der Gesellschaft der Freunde der Rudolf-von-Bennigsen-Stiftung e. V..[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://instagram.com/knut.gerschau;https://facebook.com/knut.gerschau.fdp;https://knut-gerschau.wahl.freie-demokraten.de/;;;
Gerster, Martin;SPD;https://www.bundestag.de/abgeordnete/biografien/G/gerster_martin-857338;Baden-Württemberg;292;Biberach;Politikwissenschaftler, Redakteur;"Geboren am 30. August 1971 in Biberach an der Riß; römisch-katholisch; verheiratet; ein Kind.

    


    
    

        1983 bis 1991 Pestalozzi-Gymnasium Biberach; 1991 bis 1993 Ausbildung zum Redakteur bei Radio 7; 1994 bis 2002 Studium der Politikwissenschaft, Geschichte und Volkswirtschaftslehre an der Johannes-Gutenberg-Universität Mainz; Magister Artium.1993 bis 2002 Freier Journalist u. a. für die Schwäbische Zeitung, Radio 7 und ZDF; 1999 bis 2001 Mitarbeit beim Democratic National Commitee in Washington und „Hillary Clinton for Senate“ in New York; Landtagswahlkampf für Ute Vogt, SPD in Baden-Württemberg; 2002 bis 2005 Parlamentarischer Berater im Landtag.1990 Eintritt in die SPD; seit 2001 Vorsitzender des Kreisverbandes Biberach.Seit 2005 Mitglied des Deutschen Bundestages.Mitglied bei der Arbeiterwohlfahrt (AWO); bei der Medienwerkstatt Biberach und im Förderverein Piéla-Bilanga e. V. für Schulen; Vorstandsmitglied des Fördervereins Schwarzbach-Schule Biberach e. V.; Mitgliedschaften im ACE Automobilclub Europa e. V.; Sozialverband Deutschland e. V.; Bürger für artgerechte Nutztierhaltung Oberschwaben e. V.; 2018 bis 2021 Vizepräsident und seit 2021 Präsident der THW-Bundesvereinigung e. V. (ehrenamtlich).[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";;https://www.facebook.com/MdB.Martin.Gerster;http://www.martin-gerster.de/;;;
Gesenhues, Dr. Jan-Niclas;Bündnis 90/Die Grünen;https://www.bundestag.de/abgeordnete/biografien/G/gesenhues_jan-860906;Nordrhein-Westfalen;128;Steinfurt III;Volkswirt;"Geboren am 12. Februar 1990 in Karlsruhe; ein Kind, verheiratet; Wohnort Emsdetten.Studium der Volkswirtschaftslehre (Abschluss: Master of Science), Schwerpunkte Umwelt- und Ressourcenökonomik; 2016 bis 2020 Promotion als Dr. phil. im Bereich internationale Umwelt- und Energiepolitik an der Universität Münster in Zusammenarbeit mit der Universität Maputo, Mosambik; Dissertation: „Smart Energy in Mozambique. Drivers, Barriers and Options“ (Nomos Verlag).2019 bis 2021 Bereichsleiter Internationale Projekte Kreishandwerkerschaft Steinfurt-Warendorf, Aufbau und Durchführung von Partnerschaftsprojekten, gefördert durch das Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung, u.a. in Mosambik, Südafrika, Jordanien und Marokko; Schwerpunktthemen: Berufliche Bildung, Aufbau von Verbandsstrukturen, Klimaschutz.Vorherige berufliche Stationen: Mitarbeiter im Landtag NRW (Bereich Naturschutz und Landwirtschaft) sowie Forschung (Universität Münster) und Entwicklungszusammenarbeit, davon rund 1,5 Jahre in Mosambik und Simbabwe.2018 bis Juni 2022 Mitglied des Landesvorstands Grüne NRW; 2014 bis November 2021 Fraktionsvorsitzender Kreistag Steinfurt, 2016 bis November 2021 Vorsitzender des Umweltausschusses des Kreises Steinfurt; seit September 2022 Vorsitzender des Bezirksverbands Grüne Westfalen.Mitglied im Naturschutzbund Deutschland (NABU) und im Nord-Süd-Beirat der Heinrich-Böll-Stiftung. Vorsitzender der Aufsichtsräte der Bundesgesellschaft für Endlagerung, der Gesellschaft für Anlagen- u. Reaktorsicherheit und der Gesellschaft für Zwischenlagerung. Bis Februar 2024 Mitglied im Beirat des Deutschen Evaluierungsinstitut der Entwicklungszusammenarbeit (DEval) und der Internationalen Naturschutzakademie (INA).Seit 2021 Mitglied im Deutschen Bundestag, von Juli 2022 bis Februar 2024 umweltpolitischer Sprecher der grünen Fraktion und Leiter der AG Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz. Seit Februar 2024 Parlamentarischer Staatssekretär im Ministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz.[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://www.instagram.com/janni_gesenhues/;https://www.facebook.com/JanniGesenhues;https://gesenhues.eu/;https://www.tiktok.com/@janni_gesenhues;;https://twitter.com/JN_Gesenhues
Glaser, Albrecht;AfD;https://www.bundestag.de/abgeordnete/biografien/G/glaser_albrecht-857350;Hessen;170;Schwalm-Eder;Jurist;"Geboren am 8. Januar 1942 in Worms; konfessionslos; verheiratet; vier Kinder.

    


    
    

        1963 Abitur am humanistischen Gymnasium Worms, Studium der Rechts-, Staats- und Verwaltungswissenschaften an den Universitäten Heidelberg, Tübingen und Speyer; 1969 1. Juristische Staatsprüfung, 1973 2. Juristische Staatsprüfung;1973 bis 1975 Persönlicher Referent des Rektors der Universität Heidelberg; 1975 bis 1979 Regierungsrat in der Finanzverwaltung Baden-Württemberg; 1979 bis 1988 Bürgermeister in Baden-Württemberg in Bretten und Waldbronn; 1988 bis 1995 Beigeordneter/Erster Beigeordneter des Landeswohlfahrtsverband Hessen; 1995 bis 2002 Stadtrat/Stadtkämmerer der Stadt Frankfurt am Main; 2002 bis 2007 Geschäftsführer eines Wohnungsbau- und Verwaltungsunternehmens;Zahlreiche Tätigkeiten in Aufsichtsräten (z. B. Fraport, Frankfurter Messe, Mainova), Stiftungsräten und Verbänden Langjährige; Tätigkeit im Hessischen Städtetag, in den Finanzausschüssen des Deutschen Landkreistags und Deutschen Städtetags;Mitglied der Jungen Union und der CDU von 1971 bis 2011;2013 Gründungsmitglied der AfD, Alternative für Deutschland, Landessprecher Hessen, 2015 bis 2019 Stellvertretender Bundessprecher, Vorsitzender der AfD-Bundesprogrammkommission;Mitglied des Deutschen Bundestages seit 2017[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://www.instagram.com/albrecht.glaser/;http://www.facebook.com/AlbrechtGlaser;http://www.albrecht-glaser.de/;;;
Glöckner, Angelika;SPD;https://www.bundestag.de/abgeordnete/biografien/G/gloeckner_angelika-857370;Rheinland-Pfalz;210;Pirmasens;Verwaltungsfachwirtin, Betriebswirtin;"Geboren am 5. Februar 1962 in Pirmasens; evangelisch; verheiratet; zwei Kinder.

    


    
    

        1981 Abitur am Hugo-Ball-Gymnasium in Pirmasens; Ausbildung zur Kauffrau für Bürokommunikation bei der Stadtverwaltung Pirmasens; Ausbildung zur Verwaltungsfachwirtin in der Stadtverwaltung Pirmasens; berufsbegleitendes Studium Betriebs- und Volkswirtschaft an der Wirtschafts- und Verwaltungsakademie Kaiserslautern.1982 bis 2014 Tätigkeit bei der Stadtverwaltung Pirmasens in den Bereichen Tourismus, Ordnungswesen sowie Jugend und Soziales; 2001 bis 2014 freigestellte Personalratsvorsitzende.Gewerkschaft Ver.di; Gewerkschaft IG-BCE; Kuratoriumsmitglied der Deutschen Humanitären Stiftung; VdK Pirmasens; TV Lemberg; Pfälzerwaldverein; Heimatverein Burgfried; Historischer Verein Pirmasens; Regenbogen Kinderhilfe; Arbeiterwohlfahrt.1995 Eintritt in die SPD; seit 2014 Vorsitzende des SPD Stadtverbandes Pirmasens und stellvertretende Vorsitzende des SPD Unterbezirks Pirmasens-Zweibrücken; seit 2016 Vorstandsmitglied des SPD-Regionalverbandes Pfalz; seit 2003 Mitglied im Landesvorstand der SPD-Arbeitsgemeinschaft für Arbeitnehmerfragen (AfA); Vorsitzende der Arbeitsgemeinschaft sozialdemokratischer Frauen (AsF) des SPD-Unterbezirks Pirmasens/Zweibrücken.Bundestagsabgeordnete für den Wahlkreis Pirmasens/Zweibrücken in der 18. und 19. Wahlperiode. [Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";http://www.instagram.com/angelikaglockner/;http://www.facebook.com/gloeckner.spd;http://www.xn--angelika-glckner-wwb.info/;;;https://twitter.com/A_Gloeckner
Glogowski-Merten, Anikó;FDP;https://www.bundestag.de/abgeordnete/biografien/G/glogowski_merten_aniko-860896;Niedersachsen;50;Braunschweig;Kunstwissenschaftlerin;"Geboren am 25. März 1982 in Havelberg; verheiratet.

    


    
    

        Oktober 2010 bis September 2012 Master of Arts, Kunstwissenschaft, Hochschule für Bildende Künste Braunschweig; Oktober 2007 bis September 2010 Bachelor of Arts, Kunst- und Erziehungswissenschaft, Hochschule für Bildende Künste Braunschweig und Technische Universität Braunschweig; Oktober 2001 bis September 2007 Otto-von-Guericke-Universität Magdeburg, Lehramt an Gymnasien; September 1998 bis Juli 2001 Oberstufenzentrum Wittenberge, Wirtschaftsabitur, Erlangung der allgemeinen Hochschulzugangsberechtigung; September 1988 bis August 1998 Oberschule Glöwen mit Grundschulteil.Seit Oktober 2020 Lehrbeauftragte an der HBK Braunschweig, Institut für Kunstwissenschaften; seit Dezember 2016 regionale Forenleiterin der Friedrich-Naumann-Stiftung für die Freiheit, Organisation, Durchführung und Moderation von Veranstaltungen der politischen Bildung; Juli 2017 bis März 2021 Projektmitarbeiterin der WMU GmbH, unter anderem Projektorganisation und Öffentlichkeitsarbeit; September 2016 bis Juni 2020 geschäftsführende Gesellschafterin der Genusskurator UG; April 2014 bis April 2017 wissenschaftliche Mitarbeiterin am Institut der Geschichte und Architektur der Stadt, Fakultät Architektur, Bauingenieurwesen und Umweltwissenschaften, Technische Universität Braunschweig; April 2013 bis April 2014 Freiberufliche Kunstwissenschaftlerin; Oktober 2012 bis März 2013 Künstlerisch-Wissenschaftliche Hilfskraft im Referat Presse und Kommunikation der Hochschule für Bildende Künste Braunschweig.Seit April 2020 Mitglied der Wirtschaftsfrauen Region Braunschweig Wolfsburg; seit 2019 Fördermitglied der Freiwilligen Feuerwehr Bevenrode (Braunschweig); seit 2017 Initiatorin und Organisatorin des GründerinnenForums, Vernetzung von Gründerinnen und Gründungsinteressierten der Region Braunschweig; seit 2016 engagiert im Verein Torhaus Nord e.V., seit Januar 2020 Vorsitzende des daraus hervorgegangenen Torhaus am Wendentor e.V.Seit 2013 Mitglied der FDP; April 2009 bis September 2012 Stipendiatin der Begabtenförderung der Friedrich-Naumann-Stiftung für die Freiheit, Ansprechpartnerin für den Standort Braunschweig, Mitglied des Arbeitskreis Kultur; April 2009 bis März 2012 studentische Vertreterin in der Fachkommission III der HBK Braunschweig für den Fachbereich Kunstwissenschaft; seit Mai 2008 Zeitstifterin in der Bürgerstiftung BraunschweigSeit August 2005 Mitgliedschaft im Verein „Jemah – Jugendliche und Erwachsene mit angeborenem Herzfehler“.[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://www.instagram.com/aniko_teamwunderkerze/;https://www.facebook.com/AnikoMertenFDP;http://www.anikomerten.de/;;;https://twitter.com/AnikoMerten
Gnauck, Hannes;AfD;https://www.bundestag.de/abgeordnete/biografien/G/gnauck_hannes-860536;Brandenburg;57;Uckermark – Barnim I;Soldat auf Zeit;"Geboren am 8. August 1991 in Prenzlau; ledig.

    


    
    

        2009 Schulabschluss (Mittlere Reife); 2009 bis 2012 Berufsausbildung zum Sport- und Fitnesskaufmann; 2012 bis 2014 Angestellter; 2014 bis 2021 Soldat auf Zeit bei der Bundeswehr.Seit 2021 Mitglied des Bundestages.[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://www.instagram.com/hannesgnauck/?hl=de;https://www.facebook.com/pages/category/Politician/Hannes-Gnauck-AfD-559704501209297/;https://afd-um.de/;;;https://twitter.com/Hannes_Gnauck
Göring-Eckardt, Katrin;Bündnis 90/Die Grünen;https://www.bundestag.de/abgeordnete/biografien/G/goering_eckardt_katrin-857330;Thüringen;193;Erfurt – Weimar – Weimarer Land II;;"Geboren am 3. Mai 1966 in Friedrichroda (Thüringen); evangelisch; in Patchworkfamilie lebend, zwei Söhne, Großmutter1984 Abitur, Theologiestudium in Leipzig (ohne Abschluss)In der DDR parteilos, Mitarbeit im Arbeitskreis Solidarische Kirche1989 Mitglied im Demokratischen Aufbruch, 1990 Gründungsmitglied von Demokratie Jetzt und Bündnis 90, dann Mitglied Bündnis 90/Die Grünen1990 bis 1993 Mitglied im Landesvorstand Thüringen von Bündnis 90, Fraktionsvorsitzende im Kreistag1993 bis 1998 Landessprecherin von Bündnis 90/Die Grünen Thüringen, Beisitzerin im Bundesvorstand von Bündnis 90/Die GrünenSeit 1998 Mitglied des Deutschen Bundestages (Parlamentarische Geschäftsführerin, Fraktionsvorsitzende, Vizepräsidentin des Deutschen Bundestages, Fraktionsvorsitzende), seit 2021 Vizepräsidentin des Deutschen Bundestages2013 und 2017 Spitzenkandidatin von Bündnis 90/Die Grünen zur Bundestagswahl (per Urwahl)2007 bis 2021 Mitglied des Präsidiums und des Vorstandes des Präsidiums des Deutschen Evangelischen Kirchentages, Präsidentin des 33. Deutschen Evangelischen Kirchentages 2011 in Dresden, seit 2009 Mitglied der Synode der Evangelischen Kirche in Deutschland (von 2009 bis 2013 Präses)[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://www.instagram.com/goeringeckardt/;https://www.facebook.com/GoeringEckardt;http://www.goering-eckardt.de/;;;https://twitter.com/GoeringEckardt
Görke, Christian;Gruppe Die Linke;https://www.bundestag.de/abgeordnete/biografien/G/goerke_christian-860512;Brandenburg;64;Cottbus – Spree-Neiße;;"Geboren am 17. März 1962 in Rathenow; geschieden; zwei Kinder.

    


    
    

        Studium der Geschichte/FPL an der Pädagogischen Hochschule Dresden; Diplomlehrer; Studium an der Universität Potsdam im Fach Sport; Lehramt für die Sekundarstufe I; 15 Jahre als Lehrer tätig an der Gesamtschule „Bruno H. Bürgel“ in Rathenow.Seit 1987 Mitglied der SED, PDS, DIE LINKE; 1990 bis 1994 Mitglied des Kreistages Rathenow; 1994 bis 2014 Mitglied des Kreistages Havelland; 1998 bis 2014 Mitglied der Stadtverordnetenversammlung Rathenow; Dezember 2003 bis Januar 2014 Mitglied des Landtages Brandenburg; September 2007 bis August 2012 Parlamentarischer Geschäftsführer der Fraktion DIE LINKE im Landtag Brandenburg; August 2012 bis Januar 2014 Vorsitzender der Fraktion DIE LINKE im Landtag Brandenburg; 2014 bis 2018 Vorsitzender DIE LINKE des Landesverbandes Brandenburg; Januar 2014 bis November 2019 Minister der Finanzen des Landes Brandenburg; Januar 2014 bis November 2019 Mitglied des Deutschen Bundesrates; Seit Oktober 2019 Kreisvorsitzender DIE LINKE Havelland; September 2019 bis Oktober 2021 Mitglied des Landtages Brandenburg.[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.Christian Görke war durch Auflösung der Bundestagsfraktion Die Linke seit 6. Dezember 2023 fraktionslos, seit 2. Februar 2024 ist er Mitglied der Gruppe Die Linke.]";https://www.instagram.com/christiangoerke62/;https://www.facebook.com/ChristianGoerkeLINKE;https://www.christian-goerke.de/;;;https://twitter.com/goerke_c
Gohlke, Nicole;Gruppe Die Linke;https://www.bundestag.de/abgeordnete/biografien/G/gohlke_nicole-857380;Bayern;220;München-West/Mitte;Sozialwissenschaftlerin;"Geboren am 15. November 1975 in München; konfessionslos; verheiratet; ein Kind.

    


    
    

        1995 Abitur; 1996 bis 2003 Studium der Kommunikationswissenschaften an der LMU München; 2004 bis 2008 Angestellte in Marketing-Agenturen und Beratung. 2004 Eintritt in die WASG und 2005 Mitglied des geschäftsführenden Landesvorstands in Bayern; 2007 bis 2013 Mitglied im geschäftsführenden Landesvorstand der Linken in Bayern und von 2018 bis 2024 Vorsitzende des Kreisverbandes München. Seit 2009 Mitglied des Bundestages sowie Sprecherin für Bildung und Wissenschaft der Linken im Bundestag. Obfrau im Ausschuss für Bildung, Forschung und Technikfokgenabschätzung. Mitglied im Kuratorium der Bundeszentrale für politische Bildung. Von 2021 bis 2024 Stellvertretende Fraktionsvorsitzende der Fraktion Die Linke und Leiterin des Arbeitskreises „Bildung, Digitalisierung, Demokratie und Innenpolitik“. Mitglied im Beirat des Deutschen Studentenwerks, des Parlamentarischen Beirates der Fernuniversität in Hagen, und im Beirat für Weiterbildung des Deutschen Volkshochschul-Verbandes (DVV). Außerdem Mitglied im Kurt-Eisner-Verein für politische Bildung in Bayern, der Gewerkschaft für Erziehung und Wissenschaft (GEW) und der Vereinten Dienstleistungsgewerkschaft (ver.di).[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.Nicole Gohlke war durch Auflösung der Bundestagsfraktion Die Linke seit 6. Dezember 2023 fraktionslos, seit 2. Februar 2024 ist sie Mitglied der Gruppe Die Linke.]";https://www.instagram.com/nicolegohlke.mdb;http://www.facebook.com/NicoleGohlkeMdB;http://www.nicole-gohlke.de/;;;http://www.twitter.com/nicolegohlke
Gottschalk, Kay;AfD;https://www.bundestag.de/abgeordnete/biografien/G/gottschalk_kay-857332;Nordrhein-Westfalen;111;Viersen;Diplom-Kaufmann;"Geboren am 12. Dezember 1965 in Hamburg; ledig.

    


    
    

        1985 Abitur; 1985 bis 1988 Banklehre; Doppelstudium BWL und Jura, Diplom-Kaufmann.Management in deutschen Versicherungsunternehmen, unter anderem HDI VVaG - Niederlassung Stuttgart, Nürnberger, Zürich-Versicherungsgruppe.2017 bis 2021 Mitglied im Finanzausschuss, Finanzpolitischer Sprecher der AfD Fraktion, Oktober 2020 bis Juni 2021 Vorsitzender des 3. Untersuchungsausschusses „Wirecard“[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://www.instagram.com/kay.gottschalk.mdb.111/;https://www.facebook.com/KayGottschalkAfD/?ref=bookmarks;https://afd-gottschalk.de/;;;
Gräßle, Dr. Ingeborg;CDU/CSU;https://www.bundestag.de/abgeordnete/biografien/G/graessle_ingeborg-860112;Baden-Württemberg;269;Backnang – Schwäbisch Gmünd;Journalistin;"Geboren am 2. März 1961 in Großkuchen; römisch-katholisch; ledig.

    


    
    

        1980 Abitur am Hellenstein-Gymnasium in Heidenheim; Volontariat und Redakteurin bei der Augsburger Allgemeinen Zeitung 1980 bis 1984; 1984 bis 1989 Studium der romanischen Sprachen, Geschichte und Politikwissenschaft in Stuttgart und Paris; 1990 Gruppenleiterin Öffentlichkeitsarbeit im Konrad-Adenauer-Haus 1990; 1991 bis 1994 Promotion zum Dr. phil. über den europäischen Fernsehkulturkanal ARTE an der FU Berlin. 1995 bis 1996 Sprecherin der Stadt Rüsselsheim; 1996 bis 2004 Mitglied des Landtags von Baden-Württemberg für den Wahlkreis Heidenheim und 2001 bis 2004 stellvertretende Fraktionsvorsitzende; seit 1999 Mitglied im CDU-Landesvorstand Baden-Württemberg; 2015 bis 2019 Landesvorsitzende der Frauenunion Baden-Württemberg; 2001 bis 2019 Vorsitzende des CDU-Kreisverbands Heidenheim.2004 bis 2019 Mitglied des Europäischen Parlaments; 2007 bis 2014 Parlamentarische Geschäftsführerin der CDU/CSU-Gruppe in der EVP; 2014 bis 2019 Vorsitzende des Haushaltskontrollausschusses.Seit 2021 Mitglied des Deutschen Bundestages. [Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://www.instagram.com/inge.graessle/?hl=de;https://www.facebook.com/inge.graessle/;https://inge-graessle.de/;;;https://twitter.com/inge_graessle?lang=de
Gramling, Fabian;CDU/CSU;https://www.bundestag.de/abgeordnete/biografien/G/gramling_fabian-861744;Baden-Württemberg;266;Neckar-Zaber;Prüfungsleiter in der Wirtschaftsprüfung M.A.;"Geboren am 5. April 1987 in Stuttgart; verheiratet.Abitur; Ausbildung zum Bankkaufmann bei der Kreissparkasse; Duales Studium an der DHBW in Stuttgart; Berufsbegleitendes Masterstudium mit Schwerpunkt Steuerlehre, Bilanzierung und Wirtschaftsrecht an der Hochschule Pforzheim; Dozent an der Dualen Hochschule Baden-Württemberg.2016 bis 2021 CDU-Landtagsabgeordneter im Landtag von Baden-Württemberg und arbeitsmarktpolitischer Sprecher; Tätigkeit im Ausschuss für Europa und Internationales sowie im Ausschuss für Wirtschaft, Arbeit und Wohnungsbau.Seit Mai 2019 Mitglied des Kreistages des Landkreises Ludwigsburg; Mitglied der CDU-Kreistagsfraktion.Vorsitzender des Fördervereins der Sportkreisjugend e. V.; stellvertretender Kreisvorsitzender der CDU, Kreisverband Ludwigsburg; Vorsitzender der CDU Region Stuttgart, Landesvorstand der CDU Baden-Württemberg sowie Vorsitzender der Kommission Digitalisierung, Innovation und Start-Ups.[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://www.instagram.com/fabian.gramling/;https://www.facebook.com/f.gramling/;https://www.fabian-gramling.de/;;;https://twitter.com/fabiangramling
Grau, Prof. Dr. Armin;Bündnis 90/Die Grünen;https://www.bundestag.de/abgeordnete/biografien/G/grau_armin-861218;Rheinland-Pfalz;207;Ludwigshafen/Frankenthal;Arzt;"Geboren am 18. März 1959 in Stuttgart; verheiratet; fünf Kinder.

    


    
    

        1965 bis1968 Grundschule Stuttgart-Gablenberg; 1968 bis 1977 Wagenburg-Gymnasium Stuttgart, Allgemeine Hochschulreife; 1977 Scheffel-Preis für die Leistungen im Fach Deutsch;1978 bis 1983 Studium der Politikwissenschaften, Germanistik und Geschichte an der LMU München, der Universität Tübingen und der FU Berlin; magister artium, FU Berlin; 1981 bis 1987 Studium der Humanmedizin FU Berlin; 1987 Approbation als Arzt; 1989 Promotion zum Dr. med., FU Berlin; 1987 bis 2003 Neurologische Klinik des Universitätsklinikums Heidelberg; 1987 bis 1988 Zivildienstleistender Arzt, Neurologische Klinik des Universitätsklinikums Heidelberg; 1989 bis 1990 Forschungsaufenthalt an der University of California San Diego; Stipendium der Universität Heidelberg; 1996 Facharzt für Neurologie;1997 Habilitation (Thema: „Infektionen als Risikofaktor für Schlaganfälle“), seit 2003 Direktor der Neurologischen Klinik im Klinikum Ludwigshafen a.Rh.; seit 2004 Außerplanmäßiger Professor, Universität Heidelberg; 2010 bis 2014 Ärztlicher Direktor des Klinikums Ludwigshafen; 2016 Initiative zum landesweiten rheinland-pfälzischen telemedizinischen Schlaganfallprojekt TEMES; seit 2018 Ko-Leitung des Projekts „Strukturierte ambulante Nachsorge nach Schlaganfall (SANO)“, Förderung durch den Innovationsfonds des Gemeinsamen Bundesausschusses (GBA); 2016 bis 2021 Mitgliedschaft im Vorstand der Deutschen Schlaganfallgesellschaft, 2018 bis 2019 Erster Vorsitzender der Deutschen Schlaganfallgesellschaft; bis 2021 Mitgliedschaft und zeitweiliger Vorsitz im Fachausschuss „Akuter Schlaganfall“ bei der SQMed Mainz zur Qualitätssicherung des Schlaganfalls in Rheinland-Pfalz;Mitgliedschaft in zahlreichen nationalen und internationalen medizinischen Fachgesellschaften, über mehrere Jahre Mitgliedschaft im Editorial Board der Zeitschrift „Stroke“ der American Heart Association und Section Editor für „Population Studies“ für „Stroke“, „Fellow of the American Heart Association“ (FAHA), „Fellow of the European Stroke Organisation“ (FESO).Seit 1984 Mitglied bei Bündnis 90/ Die GRÜNEN; 2008 erneute Gründung des Ortsverbands Altrip; 2008 bis 2020 Sprecher des Ortsverbands; 2009 bis 2019 Mitglied im Gemeinderat Altrip; 2018 bis 2019 Fraktionssprecher; seit 2019 Mitglied im Verbandsgemeinderat Rheinauen, Fraktionssprecher; 2015 bis 2021 Sprecher Kreisverband Rhein-Pfalz; 2018 bis 2021 Mitglied im Erweiterten Landesvorstand der Grünen Rheinland-Pfalz; 2018 bis 2021 Mitglied im Sprecherrat der Bundesarbeitsgemeinschaft Arbeit, Soziales und Gesundheit der Grünen.Mitgliedschaften; Marburger Bund, Bund Umwelt- und Naturschutz Deutschland (BUND),Verkehrsclub Deutschland (VCD), Bürgerinitiative Hochwasser- und Naturschutz (BIHN),außerdem Mitgliedschaft in zahlreichen medizinischen Fachgesellschaften sowie verschiedene Fördermitgliedschaften (Greenpeace, Plan u.a.).Publikationen: 1992 bis 2021 rund 200 Publikationen in medizinisch- wissenschaftlichen Fachzeitschriften v.a. zu den Themen Einfluss von Infektionen, Entzündungen und Impfungen auf den Schlaganfall und sozioökonomische Einflussfaktoren auf den Schlaganfall; Publikation mehrerer medizinischer Fachbücher und von Artikeln in Fachbüchern2020 „Reine Nervensache“, Neurologiebuch für Interessierte, Beck-Verlag, München[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";;http://www.facebook.com/armin.grau.37;http://www.armingrau.de/;;;
